Symbol,Win Rate,Total Return,Max Drawdown,Sharpe Ratio,Total Trades
BTCUSDT,0.3325648414985591,2.686516922415682,0.45763058314758576,0.9101218757835164,1744.0
ETHUSDT,0.29971181556195964,0.8003204950818361,0.6556190051694617,-0.038969058600307575,1826.0
SOLUSDT,0.29279538904899133,0.9958553956834546,0.9394111091158639,0.14224497673171208,1770.0
BNBUSDT,0.323342939481268,0.9687155104784296,0.3516532485218844,0.08009449341039826,1708.0
XRPUSDT,0.2922190201729107,3.440257163477447,0.9556457483293905,0.7341861124442193,1732.0
DOGEUSDT,0.26685878962536025,0.2781510140196467,1.3144360842901794,-0.3293396232811754,1722.0
ADAUSDT,0.2806916426512968,1.8777500140725853,0.5781349562271278,0.4498268260470624,1744.0
TRXUSDT,0.37694524495677234,0.2508075689530467,0.934620583256847,-0.6715950215652037,1710.0
