Symbol,Win Rate,Total Return,Max Drawdown,Sharpe Ratio,Total Trades
BTCUSDT,0.3619596541786744,0.846882541604748,0.711689536453107,-0.050496818453230646,1424.0
ETHUSDT,0.3285302593659942,0.7132404747583453,0.42345652689741176,-0.11628910129817824,1496.0
SOLUSDT,0.2628242074927954,2.146792983470308,0.8961457835509234,0.5298192582404713,1650.0
BNBUSDT,0.3510086455331412,0.9130758726905361,0.5145037838057602,0.03821667584994549,1524.0
XRPUSDT,0.3089337175792507,0.7972244170369955,0.5163419843747464,0.04977237212144693,1582.0
DOGEUSDT,0.27089337175792505,1.4700846324597583,1.1337328620241824,0.33514734226528964,1708.0
ADAUSDT,0.29337175792507203,0.9247123618822058,0.7151259647004924,0.12175653240951503,1634.0
TRXUSDT,0.4161383285302594,0.3700042272205533,0.8685789594678204,-0.44156823147945123,1494.0
